id,categoria,comportamiento_esperado,pregunta,respuesta,latencia_ms,longitud_respuesta,es_fallback,juicios_valor_detectados,error,user_id
R035,mixto_faq_catalogo,buscar_y_responder_faq,auriculares con microfono y envio a tucuman,"¡Buenas! Mirá, de auriculares con micrófono tenemos varias opciones. Acá van las que están en stock: 1. **Auriculares HyperX Cloud II** - $125.000 - Sonido virtual 7.1, micrófono extraíble, rojo y negro. Ideal gaming. 2. **Auriculares Logitech G Pro X** - $285.000 - Con tecnología Blue VO!CE en el micrófono, drivers PRO-G de 50mm. Ideal gaming profesional. 3. **Auriculares JBL Tune 510BT** - $75.000 - Inalámbricos, 40 horas de batería, con manos libres. Ideal hogar y viaje. 4. **Auriculares Sony WH-1000XM5** - $685.000 - Bluetooth con cancelación de ruido activa, premium. Y con respecto al envío a Tucumán, sí, hacemos envíos a todo el país por Andreani y OCA. ¿Alguno de estos te llama la atención? Te paso más detalles del que quieras.",4908,744,no,,,test_prueba_R035
R036,mixto_faq_catalogo,buscar_y_responder_faq,que monitores gamer hay y se puede en cuotas,"¡Buenas! Mirá, estos son los monitores gamer que tenemos en stock: **Para gaming posta:** - **Monitor AOC 27G2** (27"", IPS, 144Hz, 1ms) — $295.000 - **Monitor LG UltraGear 27GP850** (27"", Nano IPS, QHD, 165Hz) — $580.000 - **Monitor Samsung Odyssey G5 32** (32"", curvo, QHD, 144Hz) — $485.000 **Para uso más tranqui / oficina (no son gamer):** - **Monitor LG 24MK430H** (24"", IPS, 75Hz) — $225.000 - **Monitor Samsung 24 F390** (24"", IPS, 75Hz) — $165.000 En cuanto a cuotas, **hasta 6 cuotas sin interés con Visa y Mastercard**, y hasta 12 con interés. ¿Te interesa alguno en particular? Te paso más detalles del que quieras.",4443,626,no,,,test_prueba_R036
R037,mixto_faq_catalogo,buscar_y_responder_faq,sillas gamer y garantia cuanto es,"¡Buenas! Mirá, de sillas gamer tenemos estas: 1. **Silla gamer Redragon Coeus** - $395.000 - Negro/rojo, reclinación 135°, apoyabrazos 3D. Garantía: **12 meses**. 2. **Silla gamer Cougar Armor S** - $535.000 - Negro/naranja, reclinación 180°, apoyabrazos 4D. Garantía: **24 meses**. 3. **Silla oficina ergonomica ProSeat** - $285.000 - Negro, malla, más orientada a oficina. Garantía: **12 meses**. En cuanto a garantía, todos los productos tienen garantía oficial del fabricante (mínimo 6 meses), y el detalle exacto está en cada producto. Las sillas gamer arrancan en 12 meses y la Cougar llega a 24. ¿Te interesa alguna en particular? Te paso más detalles si querés.",4452,669,no,,,test_prueba_R037
R038,mixto_faq_catalogo,buscar_y_responder_faq,webcams full hd y hacen factura A,"¡Buenas! Tenemos una webcam Full HD en stock: **Webcam Logitech C920 HD Pro** — $135.000 - Full HD 1080p a 30fps, autoenfoque, micrófono estéreo dual - Ideal para streaming y videoconferencias - 7 unidades disponibles Y sí, emitimos **Factura A** sin problema. Todos los precios incluyen IVA. ¿Te interesa la C920 o querés ver si hay otras opciones?",3841,349,no,,,test_prueba_R038
R039,mixto_faq_catalogo,buscar_y_responder_faq,pad mouse grande y descuento por transferencia,"¡Buenas! Mirá, de pads grandes tenemos el **Mouse pad Razer Goliathus Extended** a **$45.000**. Es tamaño XL (92x29,4 cm), cubre teclado y mouse, superficie tejida con base antideslizante. Ideal para un setup completo. Y con respecto a tu consulta: **sí, tenemos 10% de descuento pagando por transferencia bancaria**. Así que ese pad te quedaría en **$40.500** con el descuento aplicado. ¿Te interesa ese modelo o querés ver algo más?",4059,434,no,,,test_prueba_R039
R040,mixto_faq_catalogo,buscar_y_responder_faq,que joystick xbox tienen y como devuelvo,"Ahí va, te cuento: **Joysticks Xbox que tenemos:** - **Gamepad Xbox Wireless** (negro carbón) — el oficial de Microsoft, inalámbrico con Bluetooth, compatible con PC, Xbox y hasta celulares. $125.000. Tenemos 6 en stock. - **Joystick Logitech F310** — cableado USB, estilo PlayStation, para gaming casual en PC. $55.000. No es Xbox pero te lo menciono por si te sirve. **Sobre devoluciones:** Tenés 10 días corridos desde que recibís el producto para arrepentirte, siempre que esté sin uso y en su empaque original. ¿Te interesa alguno de los dos? Te paso más detalles si querés.",4423,579,no,,,test_prueba_R040
R041,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,el barato,"¡Buenas! Decime qué estás buscando y te ayudo a encontrar algo económico. ¿Te interesa alguna categoría en particular? ¿Teclados, mouses, auriculares, monitores...?",1817,164,no,,,test_prueba_R041
R042,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,el que sirve,¡Hola! ¿Cómo andás? Decime qué producto o tipo de producto estás buscando y te ayudo a encontrar lo que sirve para vos. ¿Estás buscando algo en particular?,1819,155,no,,,test_prueba_R042
R043,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,uno bueno,"¡Hola! ¿Cómo andás? Decime qué estás buscando y te ayudo a encontrar algo que te sirva. ¿Te interesa alguna categoría en particular? ¿Teclados, mouses, auriculares, monitores...?",1885,178,no,,,test_prueba_R043
R044,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,el de siempre,"¡Buenas! ¿Cómo va? Decime qué producto estás buscando y te ayudo con todo. ¿Tenés alguna marca, categoría o modelo en mente? Así te busco al toque.",1774,147,no,,,test_prueba_R044
R045,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,cualquiera,"¡Buenas! Soy vendedor de Verifika Demo. ¿En qué te puedo ayudar? Buscás algún producto en particular, tenés dudas sobre envíos o pagos, o querés que te recomiende algo? Decime y vemos.",1704,184,no,,,test_prueba_R045
R046,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,lo mejor que tengas,"¡Buenas! Mirá, esto es lo más top que tenemos en el catálogo: - **Auriculares Sony WH-1000XM5** a $685.000 — cancelación de ruido activa, Bluetooth 5.2, 30 horas de batería. Lo mejor en audio premium. - **Auriculares Logitech G Pro X** a $285.000 — gaming profesional con microfono Blue VO!CE y drivers PRO-G de 50mm. - **Auriculares HyperX Cloud II** a $125.000 — clásico gamer con sonido virtual 7.1, una masa calidad-precio. - **Cooler CPU DeepCool AK620** a $135.000 — doble torre, 6 heatpipes, aguanta hasta 260W TDP. - **Cargador Anker 65W GaN** a $75.000 — ultracompacto con tecnología GaN, carga notebooks al toque. ¿Qué tipo de producto estás buscando? Así te tiro lo mejor en esa categoría.",4623,700,no,,,test_prueba_R046
R047,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,algo gamer,"¡Buenas! Tenemos banda de cosas gamer. Mirá lo que hay: **Sillas:** - Silla gamer Redragon Coeus - $395.000 (reclinable, apoyabrazos 3D) - Silla gamer Cougar Armor S - $535.000 (premium, reclinación 180°) **Auriculares:** - HyperX Cloud II - $125.000 (sonido 7.1 virtual) - Logitech G Pro X - $285.000 (profesional, Blue VO!CE) **Monitores:** - AOC 27G2 27"" IPS 144Hz - $295.000 - Samsung Odyssey G5 32"" curvo QHD 144Hz - $485.000 - LG UltraGear 27GP850 27"" Nano IPS QHD 165Hz - $580.000 **Mouses:** - Logitech G203 Lightsync - $38.000 (RGB, entry) - Razer DeathAdder V3 inalámbrico - $125.000 (ultra liviano 59g) ¿Por qué categoría te interesa arrancar? ¿Silla, monitor, auris, mouse, o te paso algo más puntual?",4763,713,no,,,test_prueba_R047
R048,ambiguedad,pedir_aclaracion_o_ofrecer_opciones,para regalo,"¡Hola! Qué bien, un regalo. ¿Tenés idea de qué le gusta a la persona? ¿Algo de gaming, periféricos, tecnología en general? Decime un rubro o un presupuesto y te ayudo a encontrar algo copado.",2239,191,no,,,test_prueba_R048
R049,faq_formas_pago,responder_con_faq,como pago,"Aceptamos varios medios: transferencia bancaria, Mercado Pago, y tarjetas de crédito y débito Visa, Mastercard y American Express. ¿Qué te gustaría comprar y te paso el detalle?",2779,177,no,,,test_prueba_R049
R050,faq_formas_pago,responder_con_faq,aceptan mercadopago,"Sí, aceptamos Mercado Pago sin problema. También tomamos transferencia bancaria y tarjetas de crédito y débito Visa, Mastercard y American Express. ¿Qué estabas buscando?",2835,170,no,,,test_prueba_R050
R051,faq_cuotas,responder_con_faq,se puede en cuotas sin interes,"Sí, se puede. Tenemos hasta **6 cuotas sin interés** con Visa y Mastercard. Si querés más cuotas, hasta 12 pero con interés. ¿Qué producto te interesa? Así te paso el precio y te armo el número exacto de las cuotas.",3011,215,no,,,test_prueba_R051
R052,faq_factura,responder_con_faq,hacen factura para empresa,"Sí, hacemos factura A y factura B según corresponda. Todos los precios que ves ya incluyen IVA. Si necesitás algún dato en particular para la facturación, decime y te ayudo.",2801,173,no,,,test_prueba_R052
R053,faq_mayoristas,responder_con_faq,venden al por mayor,Dejame consultar con el área indicada y te confirmo en un rato. ¿Qué productos te interesarían y en qué cantidades aproximadas? Así te puedo armar mejor la info.,3160,161,si,,,test_prueba_R053
R054,faq_usados,responder_con_faq,tienen usados,"No, no tenemos productos usados. Todo lo que manejamos es 0km, sellado y con garantía. ¿Te interesa alguna categoría en particular? Te puedo contar lo que tenemos en teclados, mouses, auriculares, monitores y más.",3112,213,no,,,test_prueba_R054
R055,faq_reservas,responder_con_faq,se puede reservar un producto,"Sí, se puede reservar. Si no tenemos stock, tomamos reserva con una seña del 20%. El plazo depende del producto y del proveedor. ¿Qué producto te interesa? Lo busco y vemos si hay stock o te lo podemos reservar.",3258,211,no,,,test_prueba_R055
R056,faq_redes,responder_con_faq,donde los puedo ver en redes,"Nos encontramos en Instagram como **@verifikademo** y toda la info de productos la tenés en nuestra web **verifikademo.com.ar**. Cualquier cosa que necesites saber, preguntame sin drama.",3740,186,no,,,test_prueba_R056
R057,faq_costo_envio,responder_con_faq,cuanto sale el envio,"Hacemos envíos a todo el país por Andreani y OCA. El costo depende de tu código postal y el peso del producto. Si me decís qué producto te interesa y a dónde lo querés, puedo pasarte más preciso.",3172,195,no,,,test_prueba_R057
R058,faq_costo_envio,responder_con_faq,el envio es gratis,"Mirá, según la info que tengo, hacemos envíos a todo el país por Andreani y OCA, pero no me queda claro si hay envío gratis o cuál es el costo. Dejame consultar con el área indicada y te confirmo en un rato. ¿Te sirve?",4327,218,si,,,test_prueba_R058
R059,faq_contacto_humano,responder_con_faq_o_derivar,puedo hablar con una persona,"Soy el vendedor virtual de Verifika Demo, te atiendo yo directamente. Si necesitás algo concreto sobre productos, precios, envíos o pagos, decime y te ayudo al toque. ¿Qué estabas buscando?",1867,189,no,,,test_prueba_R059
R060,faq_formas_contacto,responder_con_faq,tienen telefono fijo,"No tenemos teléfono fijo. La atención es por WhatsApp o mail, de lunes a viernes de 9 a 18 hs. ¿En qué más te puedo ayudar?",2760,123,no,,,test_prueba_R060
R061,faq_garantia,responder_con_faq,que garantia tienen los productos,"Todos los productos tienen garantía oficial del fabricante, mínimo 6 meses. El detalle exacto de cada uno lo ves en la ficha del producto. Si querés saber la garantía de algo en particular, decime cuál te interesa y lo chequeo.",3186,227,no,,,test_prueba_R061
R062,faq_devoluciones,responder_con_faq,si no me gusta lo puedo devolver,"Sí, tenés 10 días corridos desde que recibís el producto para devolverlo si no te gusta. El producto tiene que estar sin uso y en su empaque original. Si querés saber cómo gestionar la devolución, avisame y te paso los pasos.",3221,225,no,,,test_prueba_R062
R063,faq_marcas_originales,responder_con_faq,los productos son originales,"¡Buenas! Sí, todos los productos que manejamos en Verifika Demo son originales, con garantía oficial y factura correspondiente. Trabajamos con marcas líderes del mercado. ¿Estás buscando algo en particular? Decime qué necesitás y te paso las opciones que tenemos.",2038,263,no,,,test_prueba_R063
R064,faq_defectuoso,responder_con_faq,y si llega defectuoso,"Si el producto llega defectuoso, lo cambiamos sin costo dentro de los primeros 7 días desde que lo recibís. ¿Tuviste algún problema con algo que compraste o estás consultando antes de hacer el pedido?",3217,200,no,,,test_prueba_R064
R065,faq_precios_iva,responder_con_faq,los precios incluyen iva,"Sí, todos los precios que ves en la tienda ya incluyen IVA. Después te emitimos factura A o B según corresponda. ¿Buscás algo en particular?",2784,140,no,,,test_prueba_R065
R066,faq_asesoramiento,responder_con_faq,me asesoran para elegir,"¡Hola! Sí, obvio, te doy una mano. Decime qué estás buscando: ¿un teclado, un mouse, auriculares, monitor, silla...? Así te paso las opciones que tenemos.",1993,154,no,,,test_prueba_R066
R067,faq_descuento_transferencia,responder_con_faq,descuento si pago por transferencia,"Sí, tenemos un **10% de descuento** si pagás por transferencia bancaria. ¿Querés que te arme un presupuesto con algún producto en particular?",2804,141,no,,,test_prueba_R067
R068,faq_envio_urgente,responder_con_faq,hacen envio express,"Sí, hacemos envío express en CABA y GBA con un costo extra, y la entrega es en 24 horas hábiles. ¿Querés que te cuente más sobre las opciones de envío o estás buscando algún producto en particular?",2774,197,no,,,test_prueba_R068
R069,catalogo,buscar_producto,tenes mause gamer,"¡Sí, tenemos varios! Acá van los mouses gamer que tenemos en stock: - **Mouse Logitech G203 Lightsync** - $38.000 - Sensor óptico 8000 DPI, RGB Lightsync, cable trenzado. Ideal para gaming entry. - **Mouse Razer DeathAdder V3** - $125.000 - Inalámbrico, ultra liviano de 59 gramos, sensor Focus Pro 30000 DPI. Para gaming profesional. ¿Te interesa alguno en particular? Te paso más detalles del que quieras.",3913,407,no,,,test_prueba_R069
R070,catalogo,buscar_producto,auruculares inalambricos hay,"Ahí está, me había confundido antes. Sí tenemos auriculares inalámbricos. Mirá: - **Auriculares JBL Tune 510BT** – $75.000. Bluetooth 5.0, 40 horas de batería, carga USB-C. Ideales para el día a día. - **Auriculares Sony WH-1000XM5** – $685.000. Bluetooth 5.2, cancelación activa de ruido, 30 horas de batería. Lo más top en calidad de sonido. Después también tenemos auriculares cableados gamer como los HyperX Cloud II ($125.000) y Logitech G Pro X ($285.000), por si te copa más esa onda. ¿Te interesa alguno en particular? Te paso más detalles del que quieras.",5801,564,no,,,test_prueba_R070
R071,catalogo,buscar_producto,teklado mecanico,"¡Acá tenés los teclados mecánicos que tenemos en stock! 1. **Teclado Logitech G915 TKL** - $485.000 Inalámbrico, tenkeyless, switches GL Tactile low profile, RGB, aluminio aeronáutico. 2. **Teclado Razer BlackWidow V4** - $295.000 Full size, switches Razer Green táctiles, RGB Chroma, apoyamuñecas magnético. 3. **Teclado HyperX Alloy Origins** - $165.000 Compacto, aluminio, switches HyperX Red lineales, RGB por tecla, USB-C desmontable. ¿Alguno te llama la atención? Te paso más detalles del que quieras.",3868,507,no,,,test_prueba_R071
R072,catalogo,buscar_producto,monitr de 24 pulgadas,"De monitores de 24 pulgadas tengo dos opciones: 1. **Monitor LG 24MK430H** - $225.000 - IPS Full HD, 75Hz, ideal para oficina y multimedia. 2. **Monitor Samsung 24 F390** - $165.000 - IPS Full HD curvo, 75Hz, modo eye saver, para hogar y oficina. ¿Te interesa alguno en particular? Te paso más detalles si querés.",3363,313,no,,,test_prueba_R072
R073,catalogo,buscar_producto,silla jamer barata,"Buenas, acá tenés las sillas que tenemos en stock: 1. **Silla gamer Redragon Coeus** - $395.000. Reclinable 135°, apoyabrazos 3D, cojín lumbar y cervical incluidos. La más accesible de las gamer. 2. **Silla gamer Cougar Armor S** - $535.000. Reclinación 180°, apoyabrazos 4D, cojines de memoria, estructura reforzada. La más completa. 3. **Silla oficina ergonómica ProSeat** - $285.000. Con malla, soporte lumbar, apoyabrazos ajustables. Ideal si buscás algo más económico y no tan gamer. Si querés que te recomiende alguna según tu presupuesto o te pase más detalles de alguna, decime.",4298,586,no,,,test_prueba_R073
R074,catalogo,buscar_producto,webcm hd,"Tenemos dos opciones de webcams en stock: 1. **Webcam Genius FaceCam 1000X** — $35.000. HD 720p, micrófono integrado, clip universal. Ideal para videollamadas de hogar. 2. **Webcam Logitech C920 HD Pro** — $135.000. Full HD 1080p, autoenfoque, micrófono estéreo dual. Ideal para streaming o videoconferencias más profesionales. ¿Cuál te llama más la atención? Te paso más detalles si querés.",3438,391,no,,,test_prueba_R074
R075,catalogo,buscar_producto,joistick para xbox,"¡Buenas! Tenemos dos opciones de joystick: 1. **Gamepad Xbox Wireless** (Microsoft) - $125.000 - Inalámbrico, compatible con Xbox y PC, Bluetooth, vibración, 40 horas de batería. Negro Carbon. 2. **Joystick Logitech F310** - $55.000 - Cableado USB, compatible con PC y Steam, layout estilo PlayStation. Si es para usar en Xbox, el **Gamepad Xbox Wireless** es el que va. ¿Te interesa alguno? Te paso más detalles si querés.",3803,423,no,,,test_prueba_R075
R076,catalogo,buscar_producto,pad mose xl,"Encontramos un pad XL: el **Mouse pad Razer Goliathus Extended**, de 92x29.4 cm, superficie tejida, base antideslizante y bordes cosidos. Cubre teclado y mouse, ideal para setup completo. Está **$45.000** y tenemos 15 unidades en stock. ¿Te interesa o querés ver algo más?",3471,272,no,,,test_prueba_R076
R077,catalogo,buscar_producto,microfono para streaming,"¡Buenas! Mirá, de micrófonos específicos para streaming tenemos dos opciones: 1. **Microfono FIFINE K669B** - $68.000. USB, patrón cardioide, control de ganancia, trípode incluido. Ideal para arrancar con streaming y podcasts. 2. **Microfono Blue Yeti USB** - $225.000. Profesional, con 4 patrones polares (cardioide, bidireccional, omnidireccional, estéreo), monitoreo directo y mute. Ideal para streaming más profesional. ¿Cuál te llama más la atención? Te paso los detalles completos del que quieras.",3355,503,no,,,test_prueba_R077
