id,categoria,comportamiento_esperado,pregunta,respuesta,latencia_ms,longitud_respuesta,es_fallback,juicios_valor_detectados,error,user_id
C031,faq_plazo_envio,responder_con_faq,en cuanto tiempo me llega,"Hacemos envíos a todo el país por Andreani y OCA. Los tiempos dependen de tu ubicación: si estás en CABA o GBA suele llegar en 24 a 72 horas hábiles, y al interior del país puede demorar entre 3 y 7 días hábiles aproximadamente. ¿Decime qué producto te interesa y te confirmo si hay stock?",3909,289,no,,,test_prueba_C031
C032,faq_plazo_envio,responder_con_faq,plazo de entrega al interior,Dejame consultar con el área de logística y te confirmo en un rato. ¿Recordás cuál es tu localidad así les paso el dato exacto?,2854,127,si,,,test_prueba_C032
C033,faq_garantia,responder_con_faq,que garantia tienen los productos,"Todos los productos tienen garantía oficial del fabricante, mínimo 6 meses. El detalle exacto de cada uno lo ves en la ficha del producto. Si querés saber la garantía de algo en particular, decime cuál y lo reviso.",2942,214,no,,,test_prueba_C033
C034,faq_garantia,responder_con_faq,cuanto tiempo de garantia,"Todos los productos tienen garantía oficial del fabricante, mínimo 6 meses. El detalle exacto de cada producto lo ves en la ficha del mismo. Si tenés alguno en particular, decime y te paso la info.",2902,197,no,,,test_prueba_C034
C035,faq_garantia,responder_con_faq,la garantia es del fabricante,"Todos los productos tienen garantía oficial del fabricante, mínimo 6 meses. El detalle exacto de cada uno lo ves en la ficha del producto. ¿Tenés alguno en particular para que te tire la data específica?",3278,203,no,,,test_prueba_C035
C036,faq_devoluciones,responder_con_faq,puedo devolver un producto,"Sí, tenés 10 días corridos desde que recibís el producto para devolverlo por arrepentimiento. Tiene que estar sin uso y en su empaque original. ¿Tenés alguna duda puntual sobre el proceso?",2914,188,no,,,test_prueba_C036
C037,faq_devoluciones,responder_con_faq,cuanto tiempo tengo para devolver,"Tenés 10 días corridos desde que recibís el producto para devolverlo por arrepentimiento. Eso sí, tiene que estar sin uso y en su empaque original.",3116,147,no,,,test_prueba_C037
C038,faq_devoluciones,responder_con_faq,como hago una devolucion,"Tenés 10 días corridos desde que recibís el producto para hacer la devolución por arrepentimiento. Eso sí, tiene que estar sin uso y en su empaque original. Si querés saber algo más puntual, decime.",3096,198,no,,,test_prueba_C038
C039,faq_factura,responder_con_faq,hacen factura,"Sí, hacemos factura A y factura B según corresponda. Todos los precios que ves ya incluyen IVA. ¿Necesitás algún tipo en particular?",3065,132,no,,,test_prueba_C039
C040,faq_factura,responder_con_faq,emiten factura a,"Sí, emitimos factura A y factura B según corresponda. Todos los precios que ves ya incluyen IVA. Si necesitás algún tipo en particular, decime y lo gestionamos.",3188,160,no,,,test_prueba_C040
C041,faq_precios_iva,responder_con_faq,los precios tienen iva,"Tal cual, todos los precios que ves en la página ya incluyen el IVA. Así que lo que ves es el precio final, sin sorpresas. ¿Buscás algo en particular?",2943,150,no,,,test_prueba_C041
C042,faq_descuento_transferencia,responder_con_faq,tienen descuento por transferencia,"Sí, tenemos un **10% de descuento** pagando por transferencia bancaria. Si querés te paso los datos de la cuenta o armamos un presupuesto con el descuento aplicado, decime.",3392,172,no,,,test_prueba_C042
C043,faq_descuento_transferencia,responder_con_faq,hay descuento si pago en efectivo,"Sí, hay un 10% de descuento si pagás por transferencia bancaria. En efectivo también aplica el mismo descuento, pero te recomiendo consultar bien el método exacto al momento de la compra. ¿Te interesa algún producto en particular?",2960,230,no,te recomiendo,,test_prueba_C043
C044,faq_redes,responder_con_faq,tienen instagram,"Sí, tenemos Instagram! Nos encontrás como **@verifikademo**. Y la web es verifikademo.com.ar. Cualquier cosa que necesites, chiflame.",2996,133,no,,,test_prueba_C044
C045,faq_redes,responder_con_faq,cual es la web,La web de Verifika Demo es **verifikademo.com.ar**. ¿Necesitás ayuda con algún producto o tenés alguna consulta en particular?,1675,126,no,,,test_prueba_C045
C046,faq_contacto_humano,responder_con_faq,puedo hablar con alguien del local,"¡Dale! Dejame consultarte, ¿querés hablar con alguien por teléfono, o querés venir al local? Mientras tanto, te cuento que si es por consultas de productos, precios o stock, yo te puedo ayudar acá mismo. Si necesitás datos de horarios o dirección, te los busco al toque.",2364,270,no,,,test_prueba_C046
C047,faq_contacto_humano,responder_con_faq,necesito hablar con un encargado,"Dejame consultar con el área indicada y te confirmo en un rato. Por ahora, ¿hay algo en lo que pueda ayudarte con productos, precios o información de la tienda?",1928,160,si,,,test_prueba_C047
C048,faq_asesoramiento,responder_con_faq,me asesoran antes de comprar,"¡Hola! Obvio, para eso estamos. Decime qué estás buscando: ¿un producto en particular, tenés un presupuesto, o necesitás recomendación para algo específico? Así te tiro toda la data.",1980,182,no,,,test_prueba_C048
C049,faq_asesoramiento,responder_con_faq,me ayudan a elegir,"¡Hola! Bienvenido a Verifika Demo. ¿Qué estás buscando? Te puedo ayudar con teclados, mouses, auriculares, monitores, sillas gamer y muchos más periféricos de tecnología. ¿Tenés alguna idea de lo que necesitás o un presupuesto en mente?",2012,236,no,,,test_prueba_C049
C050,faq_reservas,responder_con_faq,acen reservas sin stock,"Sí, hacemos reservas sin stock. Se deja una seña del 20% y el plazo depende del producto y del proveedor. Si querés saber el tiempo estimado para algo en particular, decime qué producto te interesa y lo consulto.",3604,212,no,,,test_prueba_C050
C051,faq_reservas,responder_con_faq,puedo encargar un producto,"¡Buenas! Dejame consultarte qué producto estás buscando, así veo si tenemos stock disponible. ¿Qué necesitás?",1966,109,no,,,test_prueba_C051
C052,faq_marcas_originales,responder_con_faq,los prodctos son originales,"¡Buenas! Sí, todos los productos que manejamos en Verifika Demo son originales, con garantía oficial. Trabajamos con marcas reconocidas del rubro gamer y tecnológico. ¿Estás buscando algo en particular? Decime qué necesitás y te paso las opciones disponibles.",1966,259,no,,,test_prueba_C052
C053,faq_usados,responder_con_faq,son nuevos o usados,"¡Buenas! Todos los productos que manejamos en Verifika Demo son **nuevos, sellados de fábrica** y con garantía oficial. No trabajamos con productos usados ni reacondicionados. ¿Estás buscando algo en particular? Decime qué te interesa y te cuento lo que tenemos.",2113,262,no,,,test_prueba_C053
C054,faq_usados,responder_con_faq,venden reacondicionados,"Dejame consultarte mejor, ¿a qué tipo de producto te referís? ¿Estás buscando algo en particular como monitores, teclados, mouses o auriculares reacondicionados? Así te busco bien en el catálogo.",2048,195,no,,,test_prueba_C054
C055,faq_defectuoso,responder_con_faq,si me llega defectuoso que hago,"Si te llega defectuoso, lo cambiamos sin costo dentro de los primeros 7 días desde que lo recibís. Solo tenés que contactarnos y coordinamos el cambio.",3043,151,no,,,test_prueba_C055
C056,faq_envio_urgente,responder_con_faq,acen envios urgentes,"Sí, tenemos envíos urgentes. Si necesitás algo con urgencia, te puedo pasar al WhatsApp del encargado para coordinar. ¿Qué necesitás exactamente?",3222,145,no,,,test_prueba_C056
C057,faq_envio_urgente,responder_con_faq,puedo recibir el mismo dia,"Mira, no tenemos envío en el mismo día, pero sí hacemos envíos exprés a CABA y GBA con un costo extra, y la entrega es en 24 horas hábiles. ¿De qué zona sos? Así te confirmo si llegamos.",3460,186,no,,,test_prueba_C057
C058,faq_mayoristas,responder_con_faq,precio mayorista,"Para compras mayoristas o reventa tenemos precios especiales. Decime qué productos te interesan y qué cantidades estás manejando, y te armo una cotización personalizada.",2951,169,no,,,test_prueba_C058
C059,faq_mayoristas,responder_con_faq,para revendedores tienen precio,"Sí, tenemos precios especiales para revendedores. Decime qué productos te interesan y qué cantidades estás manejando, y te armamos una cotización con el precio mayorista.",3198,170,no,,,test_prueba_C059
C060,faq_formas_contacto,responder_con_faq,como los contacto,Nos podés contactar por WhatsApp o mail. La atención humana es de lunes a viernes de 9 a 18 hs. ¿Necesitás el número o el mail en particular?,2921,141,no,,,test_prueba_C060
C061,faq_formas_contacto,responder_con_faq,tienen telefono,"¡Buenas! Dejame consultarte, ¿te referís a teléfonos celulares o a un número de contacto de la tienda?",1696,102,no,,,test_prueba_C061
M001,mixto_faq_catalogo,responder_combinando,cuanto sale el envio del Logitech G203 a Mendoza,"¡Buenas! El **Mouse Logitech G203 Lightsync** está **$38.000**. Con respecto al envío a Mendoza, el costo va de **$5.000 a $12.000** aproximadamente, dependiendo de la localidad exacta. El envío lo manejamos por **Andreani y OCA**. Si querés, pasame el código postal y te confirmo el costo exacto. Y si el pedido supera los **$250.000**, el envío es **gratis**. ¿Te sirve?",6345,372,no,,,test_prueba_M001
M002,mixto_faq_catalogo,responder_combinando,me hacen cuotas si llevo el razer deathadder v3,"¡Buenas! Mirá, el **Mouse Razer DeathAdder V3** está **$125.000** y tenemos stock disponible. En cuanto a cuotas, te cuento: - **Hasta 6 cuotas sin interés** con Visa y Mastercard. - **Hasta 12 cuotas con interés**. ¿Te interesa llevarlo? Si querés te armo el total con cuotas o si pensás agregar algo más, me decís.",5227,316,no,,,test_prueba_M002
M003,mixto_faq_catalogo,responder_combinando,cuanto tarda en llegarme el MX Master 3S a Rosario,"Disculpá, tuve un problema técnico. ¿Podés repetirme tu consulta?",5347,65,no,,,test_prueba_M003
M004,mixto_faq_catalogo,responder_combinando,el cargador anker tiene garantia,"¡Buenas! Mirá, encontré el **Cargador Anker 65W GaN** (modelo Nano II) que está $75.000. Viene con **18 meses de garantía** oficial del fabricante, que es lo que figura en el producto. Si te referías a otro cargador Anker en particular, decime cuál y lo chequeo. ¿Te interesa ese modelo?",3861,287,no,,,test_prueba_M004
M005,mixto_faq_catalogo,responder_combinando,si compro el monitor Samsung Odyssey llega a Cordoba,"Sí, tenemos el **Monitor Samsung Odyssey G5 32** a **$485.000** (3 unidades en stock). Es un monitor curvo gamer QHD de 32 pulgadas, 144Hz, panel VA 1000R. Y con respecto a tu consulta: **sí, llega a Córdoba** sin problema. Hacemos envíos a todo el país por Andreani y OCA. ¿Te interesa que te arme un presupuesto con el envío incluido o tenés alguna otra duda?",5361,361,no,,,test_prueba_M005
M006,mixto_faq_catalogo,responder_combinando,la silla cougar armor s incluye envio,"¡Buenas! Mirá, la **Silla gamer Cougar Armor S** está disponible a **$535.000** en color negro y naranja. Con respecto al envío: hacemos envíos a todo el país por Andreani y OCA. El costo del envío no está incluido en el precio, depende de tu código postal. Si querés, pasame tu localidad y te averiguo el costo exacto.",3677,319,no,,,test_prueba_M006
M007,mixto_faq_catalogo,responder_combinando,puedo pagar el Sony WH-1000XM5 en cuotas sin interes,"Sí, re va. El **Auriculares Sony WH-1000XM5** está $685.000 y tenemos **hasta 6 cuotas sin interés** con Visa y Mastercard. También hay hasta 12 cuotas pero con interés. ¿Te sirve o querés que te calcule el valor de las cuotas?",4385,227,no,,,test_prueba_M007
M008,mixto_faq_catalogo,responder_combinando,el hyperx cloud ii tiene factura a,"Sí, los **Auriculares HyperX Cloud II** ($125.000) tienen factura. Emitimos factura A y factura B según corresponda, y todos los precios ya incluyen IVA. ¿Necesitás algún tipo de factura en particular?",3261,201,no,,,test_prueba_M008
M009,mixto_faq_catalogo,responder_combinando,el envio del teclado G915 cuanto demora,"El **Logitech G915 TKL** está disponible por $485.000. En cuanto a la demora del envío, la info que tengo es que hacemos envíos a todo el país por Andreani y OCA, pero no tengo los plazos exactos. Dejame consultar con el área indicada y te confirmo en un rato. ¿Decime tu código postal así averiguo bien?",5406,304,si,,,test_prueba_M009
M010,mixto_faq_catalogo,responder_combinando,tienen el fifine k669b con descuento por transferencia,"¡Sí, lo tenemos! El **Micrófono FIFINE K669B** está a **$68.000**, y con el descuento del **10% por transferencia bancaria** se te va a **$61.200**. Tiene conexión USB, patrón cardioide, control de ganancia integrado, trípode incluido, y es plug and play para PC, Mac, PS4 y PS5. Ideal para streaming y podcasts. Te quedan **9 unidades** en stock. ¿Te lo llevás?",5530,362,no,,,test_prueba_M010
M011,mixto_faq_catalogo,responder_combinando,el cable HDMI lo puedo retirar en local,"¡Buenas! Mirá, tenemos el **Cable HDMI 2m 4K** a $9.500, es HDMI 2.0 con soporte 4K 60Hz, HDR y conectores chapados en oro. Con respecto al retiro en local, somos solo tienda online, no tenemos local físico. Despachamos desde Buenos Aires a todo el país. Si querés te cuento las opciones de envío que manejamos.",3719,311,no,,,test_prueba_M011
M012,mixto_faq_catalogo,responder_combinando,cuotas para la silla redragon coeus,"¡Buenas! La **Silla gamer Redragon Coeus** está **$395.000**. En cuanto a cuotas, tenemos: - **Hasta 6 cuotas sin interés** con Visa y Mastercard. - **Hasta 12 cuotas con interés**. ¿Te interesa saber el valor de alguna cuota en particular o querés agregar algo más al pedido?",3509,276,no,,,test_prueba_M012
M013,mixto_faq_catalogo,responder_combinando,el monitor AOC sale envio gratis,"Mirá, el **Monitor AOC 27G2** está $295.000. Sobre el envío, la info que tengo es que hacemos envíos a todo el país por Andreani y OCA, pero no tengo confirmado si aplica envío gratis para este producto en particular. Dejame consultar con el área indicada y te confirmo en un rato. ¿Te interesa el monitor igual?",4763,312,si,,,test_prueba_M013
M014,mixto_faq_catalogo,responder_combinando,la garantia del ssd samsumg 980 es oficial,"El **SSD Samsung 980 PRO 1TB** tiene **60 meses de garantía** (5 años) oficial. Es la garantía que cubre el fabricante Samsung para este modelo. Si querés saber más sobre cómo funciona la garantía (cobertura, procedimiento, etc.), consultame y lo reviso en la FAQ.",4552,264,no,,,test_prueba_M014
M015,mixto_faq_catalogo,responder_combinando,puedo encargar el Logitech G Pro X si no hay stock,"¡Buenas! Mirá, tenemos los **Auriculares Logitech G Pro X** en stock, hay **5 unidades** disponibles en color Negro a **$285.000**. Así que no hace falta encargarlos, los tenemos acá. ¿Querés que te pase más detalles o te armo el total para comprarlos?",3301,252,no,,,test_prueba_M015
M016,mixto_faq_catalogo,responder_combinando,como pago el cooler deepcool ak620,"El **Cooler CPU DeepCool AK620** está disponible a **$135.000** y lo podés pagar con: - **Transferencia bancaria** - **Mercado Pago** - **Tarjetas de crédito y débito** Visa, Mastercard y American Express ¿Querés que te arme un presupuesto con el total final o tenés alguna otra duda?",4512,284,no,,,test_prueba_M016
M017,mixto_faq_catalogo,responder_combinando,el envio de la lampara Xiaomi a La Plata,"¡Buenas! Mirá, la **Lámpara LED escritorio Xiaomi Mi LED Desk Lamp 1S** está disponible, sale **$45.000** y tenemos stock. En cuanto al envío a La Plata, hacemos envíos a todo el país por Andreani y OCA. Si querés te puedo calcular el costo exacto del envío o pasarte el presupuesto total. ¿Te interesa?",3522,303,no,,,test_prueba_M017
M018,mixto_faq_catalogo,responder_combinando,factura a para el teclado razer blackwidow,"¡Buenas! El **Teclado Razer BlackWidow V4** está disponible a **$295.000** en color negro, con 5 unidades en stock. Con respecto a la factura: sí, emitimos **factura A** (para responsables inscriptos) y **factura B** (para consumidor final), según corresponda. Todos los precios ya incluyen IVA. ¿Te interesa comprarlo? Si me decís si necesitás factura A o B, te ayudo con el pedido.",4731,383,no,,,test_prueba_M018
M019,mixto_faq_catalogo,responder_combinando,es original el Mouse Razer DeathAdder,"Dale, encontré el **Mouse Razer DeathAdder V3** en stock. Te cuento los detalles: - **Precio:** $125.000 - **Color:** Negro - **Peso:** 59 gramos (ultra liviano) - **Sensor:** Focus Pro de 30.000 DPI - **Conexión:** Inalámbrica 2.4GHz HyperSpeed - **Batería:** Hasta 90 horas - **8 botones programables** vía Razer Synapse - **Garantía:** 24 meses Es original, sí, y está pensado para gaming profesional. ¿Te interesa llevarlo o querés saber algo más?",3702,451,no,,,test_prueba_M019
M020,mixto_faq_catalogo,responder_combinando,tienn el monitor lg ultragear a 24 cuotas,"Ahí te confirmo: tenemos **hasta 6 cuotas sin interés** con Visa y Mastercard, y **hasta 12 cuotas con interés**. 24 cuotas no están disponibles por el momento. ¿Te interesa el LG UltraGear 27GP850? Si querés, puedo pasarte el detalle completo del producto o ver opciones dentro de otro presupuesto.",5487,299,no,,,test_prueba_M020
M021,mixto_faq_catalogo,responder_combinando,el envio del kit limpieza GoldenTech sale algo,"El **Kit limpieza pantallas GoldenTech Clean Kit Pro** está **$8.500**. Hacemos envíos a todo el país por Andreani y OCA. Si me decís tu código postal, puedo consultarte el costo exacto del envío. ¿Te interesa?",4715,210,no,,,test_prueba_M021
M022,mixto_faq_catalogo,responder_combinando,la webcam c920 con cuotas visa,"¡Sí, tenemos la **Webcam Logitech C920 HD Pro** a **$135.000**! Con Visa podés pagarla en **hasta 6 cuotas sin interés** o hasta 12 cuotas con interés. Te queda así: - **6 cuotas sin interés** de **$22.500** cada una - **12 cuotas con interés** (consultame el monto exacto si te interesa) Tiene stock disponible (7 unidades), es Full HD 1080p con autoenfoque y micrófono dual, ideal para streaming y videoconferencias. ¿Te la reservo o querés saber algo más?",5381,458,no,,,test_prueba_M022
M023,mixto_faq_catalogo,responder_combinando,puedo devolver el mouse Genius DX-110 si no me gusta,"Sí, podés devolverlo sin problema. Tenés **10 días corridos desde que lo recibís** para arrepentirte, siempre que el mouse esté **sin uso y en su empaque original**. El **Mouse Genius DX-110** está $8.500 y tenemos 25 unidades en stock. ¿Querés que te lo prepare o tenés alguna otra duda?",3707,288,no,,,test_prueba_M023
M024,mixto_faq_catalogo,responder_combinando,el blue yeti llega manana a tucuman,"¡Buenas! El **Blue Yeti USB** (plateado) está disponible, tenemos 4 unidades a **$225.000**. Sobre el envío a Tucumán: hacemos envíos a todo el país por Andreani y OCA. Los plazos exactos dependen del correo, no te podría confirmar si llega mañana sin consultar con el área de logística. Si querés, te averiguo el tiempo estimado para tu código postal. ¿Te sirve?",5199,363,no,,,test_prueba_M024
M025,mixto_faq_catalogo,responder_combinando,la memoria Corsair Vengeance tiene garantia oficial,"¡Buenas! La **Memoria RAM Corsair Vengeance 32GB DDR4** (modelo Vengeance LPX) tiene **garantía oficial de 120 meses**, o sea **10 años**. Viene en color negro, es un kit de 2x16GB DDR4 a 3600MHz, ideal para gaming y workstation. La tenemos en stock a **$225.000**. ¿Te interesa?",3280,279,no,,,test_prueba_M025
M026,mixto_faq_catalogo,responder_combinando,el adaptador wifi tp-link es nuevo o usado,"Es **nuevo**, sin uso. El **Adaptador WiFi USB TP-Link Archer T2U Nano** viene sellado de fábrica con 24 meses de garantía. Está disponible a **$18.000** y tenemos 18 unidades en stock. ¿Te interesa llevarlo?",4422,208,no,,,test_prueba_M026
M027,mixto_faq_catalogo,responder_combinando,puedo pagar el Hub Anker en 3 cuotas,"Sí, tenemos el **Hub USB-C 7 en 1 Anker** a $105.000. Y con respecto al pago, podés pagar en hasta **6 cuotas sin interés** con Visa o Mastercard, así que 3 cuotas sin interés también va perfecto. ¿Te lo reservo o necesitás algún detalle más del producto?",4558,255,no,,,test_prueba_M027
M028,mixto_faq_catalogo,responder_combinando,la bateria xiaomi viene con factura,"Sí, la **Batería externa Xiaomi 20000mAh** viene con factura. Emitimos Factura A o Factura B según corresponda, y todos los precios ya incluyen IVA. La tenés en **negro** a **$55.000** con 12 unidades en stock. ¿Te interesa?",4567,224,no,,,test_prueba_M028
M029,mixto_faq_catalogo,responder_combinando,la silla ProSeat la hacen llegar a Salta,"Sí, tenemos la **Silla oficina ergonómica ProSeat Ergo Mesh Pro** en negro a **$285.000**, y hacemos envíos a Salta sin problema a través de Andreani y OCA. ¿Te paso el detalle completo o querés calcular el costo de envío?",3257,222,no,,,test_prueba_M029
M030,mixto_faq_catalogo,responder_combinando,el cooler watercooling cooler master tiene envio express,"¡Buenas! Sí, tenemos el **Watercooling Cooler Master ML240L** a **$245.000** con 4 unidades en stock. Con respecto al envío express: hacemos envíos express en **CABA y GBA** con costo extra y entrega en **24 horas hábiles**. ¿Sos de Capital o Gran Buenos Aires? Así te confirmo mejor el tema.",4773,292,no,,,test_prueba_M030
M031,mixto_faq_catalogo,responder_combinando,el gamepad Xbox Wireless tiene garantia oficial,"Sí, el **Gamepad Xbox Wireless** (modelo Xbox Wireless Controller, color Negro Carbon) tiene **garantía oficial de 12 meses** del fabricante (Microsoft). Está $125.000 y tenemos 6 unidades en stock. ¿Te interesa llevarlo o querés saber algo más?",3176,245,no,,,test_prueba_M031
M032,mixto_faq_catalogo,responder_combinando,el ssd kingston a2000 tiene 12 cuotas,"Mirá, el **SSD Kingston A2000 500GB** lo tenemos a **$85.000** con stock disponible. En cuanto a las cuotas: tenemos hasta **6 cuotas sin interés** con Visa y Mastercard, y **hasta 12 cuotas con interés**. Si querés saber el valor exacto de las 12 cuotas con el interés aplicado, decime y lo consulto.",4622,301,no,,,test_prueba_M032
M033,mixto_faq_catalogo,responder_combinando,puedo retirar el Soporte VESA en buenos aires,"Dejame consultar con el área indicada y te confirmo en un rato si se puede retirar el Soporte VESA en Buenos Aires. Mientras tanto, ¿querés que busque el producto para darte más info?",3026,183,si,,,test_prueba_M033
