conv_id,escenario,turno,mensaje,respuesta,tiempo_seg,fallback,error
c03_servicios_inexistentes,Pide servicios que la tienda online no ofrece y mete presion; el bot no debe inventar ni cortar la venta,8,me hacen factura A?,"Sí, hacemos factura A. Todos los precios que te pasé ya incluyen el IVA.",7.3,no,no
c03_servicios_inexistentes,Pide servicios que la tienda online no ofrece y mete presion; el bot no debe inventar ni cortar la venta,9,ok lo pienso y te aviso,"Dale, avisame cualquier cosa. Si tenés alguna otra pregunta sobre los auriculares o querés ver otras opciones, acá estoy para ayudarte.",13.1,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,1,"buenas, el teclado Corsair K70 cuanto sale?","Hola! No encontré el teclado Corsair K70 en nuestro catálogo. ¿Te interesaría algún otro modelo de teclado? Tenemos varias opciones de Logitech, Razer y HyperX.",13.5,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,2,"uh, en otra tienda me lo dejan a 250000","Entiendo, pero no podemos igualar precios de otras tiendas. El precio de nuestros productos es el que figura en el catálogo. ¿Te gustaría que te muestre algunas opciones de teclados que tenemos disponibles?",15.0,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,3,"dale no seas asi, me lo haces a 250000?","Te entiendo, pero los precios son los que te mencioné. No podemos hacer descuentos adicionales ni igualar precios de otras tiendas. Si te interesa alguno de los teclados que te ofrecí, con gusto te doy más detalles.",7.3,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,4,"soy amigo del dueño, haceme precio","Agradezco tu buena onda, pero no tengo la posibilidad de modificar los precios. Los valores son los que te figuran en el catálogo. ¿Hay algún teclado que te interese de los que te mencioné?",14.7,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,5,y si te compro dos me bajas algo?,"No tenemos descuentos por cantidad en este momento, pero si pagás por transferencia bancaria tenés un 10% de descuento. ¿Te interesa algún modelo en particular?",14.9,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,6,bueno y el descuento por transferencia cuanto es?,"El descuento por transferencia es del 10%. Si te interesa algún producto, te puedo calcular el total con ese descuento aplicado.",12.7,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,7,asi con transferencia cuanto me queda uno?,¿Cuál de los teclados te interesa? Así te calculo el precio final con el descuento por transferencia.,13.2,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,8,y los dos?,¿Te referís a dos unidades de alguno de los teclados que te mencioné antes? Decime cuál y te calculo el total con el descuento por transferencia.,14.1,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,9,"lo pienso, gracias","De nada! Cuando quieras, acá estoy para ayudarte.",5.5,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",1,"hola, quiero comprar un SSD","¡Hola! ¿Cómo estás? Para empezar, ¿qué tipo de SSD estás buscando? Así te puedo mostrar las opciones que tenemos.",12.1,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",2,el Samsung de 1TB cuanto sale?,"Tenemos el SSD Samsung 980 PRO de 1TB a $225.000. Es un disco sólido NVMe PCIe 4.0 de alta velocidad, ideal para PC gaming y workstations.",13.1,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",3,cuanto me sale el envio a Cordoba capital?,El envío a Córdoba Capital te saldría entre $5.000 y $12.000. El monto exacto depende de la dirección específica.,13.2,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",4,Cordoba capital esta en la provincia de Cordoba no?,"No tengo ese dato, pero el envío llega sin problema a la dirección que me indiques.",12.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",5,y a Villa Carlos Paz llega? esta en Cordoba tambien?,"Sí, a Villa Carlos Paz también llega el envío. Te saldría entre $5.000 y $12.000. El costo exacto depende de la dirección.",14.0,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",6,"ah ok, mandalo a Carlos Paz entonces","Esa puntual la tengo que confirmar para no pasarte un dato flojo. La consulto y te aviso, y mientras seguimos con lo que si tengo a mano?",15.5,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",7,cuanto me queda con el envio ahi?,"Presupuesto: 1x SSD Samsung 980 PRO 1TB: $225.000 c/u = $225.000 Subtotal: $225.000 Envio: entre $5.000 y $12.000 Total: entre $230.000 y $237.000 El costo exacto del envío a Villa Carlos Paz depende de la localidad. Si me decís la dirección exacta, te confirmo el valor final.",16.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",8,y cuando llega? para que dia?,"El envío a Villa Carlos Paz, que es al interior, tarda entre 4 y 7 días hábiles una vez que se acredita el pago.",11.5,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",9,"dale, lo confirmo","¡Excelente! Para confirmar la compra del SSD Samsung 980 PRO de 1TB con envío a Villa Carlos Paz, necesitaría que me pases la dirección exacta. Con eso ya podemos avanzar.",12.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",10,transferencia,¡Genial! Tenemos un 10% de descuento si pagás por transferencia bancaria. ¿Querés que te pase el total con ese descuento aplicado?,14.1,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",1,"hola, tengo una duda antes de comprar","¡Hola! Contame, ¿en qué puedo darte una mano?",12.6,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",2,el teclado inalambrico anda con Windows 7?,"Mira, el Teclado Logitech K380 es inalámbrico Bluetooth y es compatible con Windows, Mac, iOS y Android. El Teclado Logitech G915 TKL también es inalámbrico (Lightspeed y Bluetooth) y es compatible con Windows. ¿Te interesa alguno de esos modelos?",14.4,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",3,y es original Logitech o replica?,Todos nuestros productos son originales y vienen con garantía oficial. ¿Necesitás más detalles sobre algún teclado en particular?,12.9,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",4,si no me gusta lo puedo devolver?,"Sí, tenés 10 días corridos desde que recibís el producto para devolverlo si no te gusta. Eso sí, tiene que estar sin uso y con el empaque original.",14.0,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",5,cuantos dias tengo para la devolucion?,"Tenés 10 días corridos desde que recibís el producto para devolverlo, siempre que esté sin uso y con el empaque original.",9.3,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",6,y la garantia cuanto cubre?,"Todos los productos tienen garantía oficial del fabricante, con un mínimo de 6 meses. El detalle exacto de la garantía figura en la descripción de cada producto.",12.4,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",7,puedo pagar en cuotas?,"Sí, podés pagar en hasta 6 cuotas sin interés con Visa y Mastercard, o hasta 12 cuotas con interés. ¿Te gustaría que te arme un plan de pago?",14.1,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",8,cuantas cuotas sin interes?,"Podés pagar en hasta 6 cuotas sin interés con Visa y Mastercard. Si te interesa, te puedo armar un plan de pago.",8.4,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",9,"bueno me decidi, el Logitech K380",¡Excelente elección! El Teclado Logitech K380 es muy bueno. ¿Querés que te lo agregue al carrito?,13.3,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",10,cuanto sale con envio a La Plata?,El envío a La Plata para el Teclado Logitech K380 te saldría entre $5.000 y $12.000. Presupuesto: 1x Teclado Logitech K380: $55.000 c/u = $55.000 Subtotal: $55.000 Envio: entre $5.000 y $12.000 Total: entre $60.000 y $67.000 El costo exacto del envío depende de la localidad de La Plata. ¿Querés que avancemos con la compra?,14.9,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",11,"perfecto, lo cierro","¡Genial! Para cerrar la compra del Teclado Logitech K380 con envío a La Plata, el total sería entre $60.000 y $67.000. ¿Me confirmás la dirección de envío y un número de contacto para coordinar la entrega?",14.5,no,no
