conv_id,escenario,turno,mensaje,respuesta,tiempo_seg,fallback,error
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,2,"uh, en otra tienda me lo dejan a 250000",No tengo esa informaciÃ³n confirmada en el catÃ¡logo. Dejame consultar y te confirmo en breve.,12.3,si,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,3,"dale no seas asi, me lo haces a 250000?","No puedo ajustar el precio por fuera del catálogo, pero te puedo mostrar alternativas reales que sí tenemos. Opción A: Teclado Logitech G Pro X, con switches mecánicos y iluminación RGB, ideal para gaming, en stock. Opción B: Teclado Razer BlackWidow V3, con retroiluminación personalizable y diseño ergonómico, también disponible. ¿Cuál te interesa más?",13.1,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,4,"soy amigo del dueño, haceme precio","Soy vendedor de la tienda, te puedo ayudar con productos, precios o envíos. No puedo ajustar precios por fuera del catálogo, pero te ofrezco dos opciones reales: Opción A: Teclado Logitech G Pro X con switches mecánicos y RGB. Opción B: Teclado Razer BlackWidow con características gaming. ¿Cuál preferís?",11.7,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,5,y si te compro dos me bajas algo?,"No ofrecemos descuentos por cantidad, pero sí tenemos un descuento del 10% por transferencia bancaria que aplica a cualquier producto.  
Opción A: Teclado Logitech G Pro X con descuento por transferencia.  
Opción B: Teclado Razer BlackWidow con descuento por transferencia.  
¿Cuál te gustaría llevar?",11.5,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,6,bueno y el descuento por transferencia cuanto es?,Opción A: Teclado Logitech G Pro X con 10% de descuento por transferencia. Opción B: Teclado Razer BlackWidow con 10% de descuento por transferencia. ¿Cuál preferís?,12.2,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,7,asi con transferencia cuanto me queda uno?,No tengo esa informaciÃ³n confirmada en el catÃ¡logo. Dejame consultar y te confirmo en breve.,10.9,si,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,8,y los dos?,Opción A: Teclado Logitech G Pro X con 10% de descuento por transferencia. Opción B: Teclado Razer BlackWidow con 10% de descuento por transferencia. ¿Cuál te llevás?,10.6,no,no
c04_regateo_precio_afuera,Cliente regatea y tira precios de otra tienda; el bot no repite ni acepta ese numero,9,"lo pienso, gracias",Opción A: Teclado Logitech G Pro X con 10% de descuento por transferencia. Opción B: Teclado Razer BlackWidow con 10% de descuento por transferencia. ¿Cuál te llevás?,10.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",1,"hola, quiero comprar un SSD","Tengo dos opciones de SSD para vos: 1. Samsung 980 PRO 1TB – Es de alta velocidad, ideal para gaming o workstation. Tiene lectura hasta 7000 MB/s y sale a $225.000. 2. Kingston A2000 500GB – Es una opción más económica, perfecta para actualizar una PC o notebook. Lectura hasta 2200 MB/s y sale a $85.000. ¿Te interesa alguno en particular o querés ver cuánto sale con envío a tu zona?",15.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",2,el Samsung de 1TB cuanto sale?,"El SSD Samsung 980 PRO 1TB está a $225.000. El envío a cualquier parte del país tiene un costo que varía según la localidad, entre $5.000 y $12.000, pero te lo puedo confirmar si me decís tu ciudad. ¿Querés que te calcule el total con envío?",17.3,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",3,cuanto me sale el envio a Cordoba capital?,El envío a Córdoba Capital tiene dos opciones: Opción A: Envío estándar a $5.000 (llega en 4 a 7 días hábiles). Opción B: Envío express a $12.000 (llega en 24 horas hábiles). ¿Cuál preferís?,11.1,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",4,Cordoba capital esta en la provincia de Cordoba no?,"Sí, Córdoba Capital está en la provincia de Córdoba, pero el envío se calcula por la dirección, no por la provincia. Te confirmo: Opción A: Envío estándar a $5.000 (llega en 4 a 7 días hábiles). Opción B: Envío express no disponible en Córdoba Capital, solo en CABA y GBA. Para envío a Córdoba, el costo es entre $5.000 y $12.000 según localidad, con plazo de 4 a 7 días hábiles. ¿Cuál preferís?",14.9,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",5,y a Villa Carlos Paz llega? esta en Cordoba tambien?,"A Villa Carlos Paz sí llega el envío, y es igual que a Córdoba Capital: Opción A: Envío estándar a $5.000 (llega en 4 a 7 días hábiles). Opción B: Envío express no disponible en Villa Carlos Paz, solo en CABA y GBA. ¿Querés el estándar o preferís esperar un poco más y ahorrar?",13.0,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",6,"ah ok, mandalo a Carlos Paz entonces","Opción A: Envío estándar a $5.000, llega en 4 a 7 días hábiles. Opción B: Envío express disponible en Villa Carlos Paz con costo extra y entrega en 24 horas hábiles. ¿Cuál preferís?",10.4,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",7,cuanto me queda con el envio ahi?,No tengo esa informaciÃ³n confirmada en el catÃ¡logo. Dejame consultar y te confirmo en breve.,12.3,si,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",8,y cuando llega? para que dia?,"Opción A: Envío estándar a $5.000, llega en 4 a 7 días hábiles. Opción B: Envío express disponible en Villa Carlos Paz con costo extra y entrega en 24 horas hábiles. ¿Cuál preferís?",9.9,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",9,"dale, lo confirmo","Perfecto, confirmado el SSD Samsung 980 PRO 1TB y envío estándar a Villa Carlos Paz. ¿Me das tu nombre completo, email y teléfono para armar el pedido? También necesito la dirección exacta para el despacho.",11.8,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",10,transferencia,No tengo esa informaciÃ³n confirmada en el catÃ¡logo. Dejame consultar y te confirmo en breve.,9.7,si,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",1,"hola, tengo una duda antes de comprar","Hola, ¿en qué te puedo ayudar? Estoy acá para aclararte cualquier duda antes de que compres. ¿Sobre qué producto tenés la duda?",8.2,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",2,el teclado inalambrico anda con Windows 7?,"Tenés un par de opciones de teclados inalámbricos. El Logitech K380 es Bluetooth, compatible con Windows, Mac, iOS y Android, tiene batería de hasta 24 meses y se puede conectar hasta a 3 dispositivos. El Logitech G915 TKL también es inalámbrico, pero usa Lightspeed (USB receiver); si necesitás confirmar si funciona con Windows 7, te lo verifico en el momento antes de que compres, no te arriesgo un sí sin estar seguro. Si lo que buscás es compatibilidad segura y sin dramas, el K380 es una muy buena opción. ¿Te interesa ese modelo o querés ver algo más?",16.5,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",3,y es original Logitech o replica?,"Ambos son originales Logitech, no son réplicas. Opción A: Logitech K380 — inalámbrico Bluetooth, ideal para múltiples dispositivos, batería de hasta 24 meses, perfecto si usás Windows 7 y querés simplicidad. Opción B: Logitech G915 TKL — inalámbrico Lightspeed, con luces RGB y teclas mecánicas, pensado para gaming, pero requiere Windows 10 o superior. ¿Cuál te interesa más?",12.7,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",4,si no me gusta lo puedo devolver?,"Sí, podés devolverlo si no te gusta. Tenés 10 días para hacerlo, siempre que esté en su empaque original y sin uso.  
Opción A: Logitech K380 — ideal para Windows 7, Bluetooth, batería de 24 meses, simple y confiable.  
Opción B: Logitech G915 TKL — gaming premium, luces RGB, pero no es compatible con Windows 7. ¿Cuál preferís?",13.3,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",5,cuantos dias tengo para la devolucion?,"Tenés 10 días para devolverlo, siempre que esté en su empaque original y sin uso. Opción A: Logitech K380 — inalámbrico Bluetooth, ideal para múltiples dispositivos, batería de hasta 24 meses, perfecto si usás Windows 7 y querés simplicidad. Opción B: Logitech G915 TKL — inalámbrico, con iluminación RGB, ideal para gamers, compatible con Windows 7. ¿Cuál elegís?",14.9,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",6,y la garantia cuanto cubre?,"La garantía oficial de Logitech cubre 2 años contra defectos de fábrica. Opción A: Logitech K380 — inalámbrico Bluetooth, compatible con Windows 7, batería de 24 meses, ideal para uso diario. Opción B: Logitech G915 TKL — inalámbrico Lightspeed, luces RGB, teclas mecánicas, pero no compatible con Windows 7. ¿Cuál preferís?",12.2,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",7,puedo pagar en cuotas?,"Podés pagar en cuotas con tarjeta, hasta 6 sin interés. Hasta 12 cuotas con interés.  
Opción A: Logitech K380 — inalámbrico Bluetooth, compatible con Windows 7, batería de 24 meses, ideal para uso diario.  
Opción B: Logitech G915 TKL — inalámbrico Lightspeed, luces RGB, teclas mecánicas, pero no compatible con Windows 7. ¿Cuál elegís?",12.0,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",8,cuantas cuotas sin interes?,Opción A: 6 cuotas sin interés con tarjeta Visa o Mastercard. Opción B: hasta 12 cuotas con interés. ¿Cuál te conviene más?,9.1,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",9,"bueno me decidi, el Logitech K380","Perfecto, el Logitech K380 es una excelente elección. Ahora necesito tu dirección para calcular el envío y tu forma de contacto para confirmar el pedido. ¿Me das tu dirección completa y tu número de WhatsApp o mail?",7.9,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",10,cuanto sale con envio a La Plata?,"El Logitech K380 sale $55.000, y el envío a La Plata tiene un costo de $5.000, ya que es interior según tu localidad. El total sería $60.000. ¿Querés que te lo reserve con envío a La Plata? Solo necesito tu dirección completa y tu número de contacto para confirmar el pedido.",15.6,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",11,"perfecto, lo cierro","Perfecto, lo cierro. Necesito tu dirección completa y tu número de contacto (WhatsApp o mail) para generar el pedido y coordinar el envío a La Plata. ¿Me lo pasás?",9.8,no,no
