conv_id,escenario,turno,mensaje,respuesta,tiempo_seg,fallback,error
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",9,"dale, lo confirmo",Dejame consultar con el área indicada y te confirmo en un rato el costo y el tiempo de envío a Villa Carlos Paz.,3.7,no,no
c05_cajon_envio_y_geografia,"Caso canonico: numero real en cajon equivocado, y preguntas de geografia que el bot no debe afirmar",10,transferencia,Dejame consultar con el área indicada y te confirmo en un rato si hay descuento por transferencia.,4.3,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",1,"hola, tengo una duda antes de comprar","Hola, ¿cómo estás? Contame qué necesitás y te ayudo.",2.5,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",2,el teclado inalambrico anda con Windows 7?,"Mirá, no tengo teclados inalámbricos que te pueda confirmar que funcionen con Windows 7. No tengo ese dato específico en los productos que manejo.",3.8,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",3,y es original Logitech o replica?,No tengo teclados inalámbricos en este momento para confirmarte si son Logitech originales o réplicas. No me figura ninguno en el catálogo.,3.7,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",4,si no me gusta lo puedo devolver?,No tengo información sobre devoluciones en este momento. Dejame consultar con el área indicada y te confirmo en un rato.,3.5,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",5,cuantos dias tengo para la devolucion?,No tengo ese dato exacto en este momento. Dejame consultar con el área indicada y te confirmo en un rato.,3.7,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",6,y la garantia cuanto cubre?,No tengo información sobre la garantía en este momento. Dejame consultar con el área indicada y te confirmo en un rato.,3.5,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",7,puedo pagar en cuotas?,No tengo información sobre pagos en cuotas en este momento. Dejame consultar con el área indicada y te confirmo en un rato.,3.6,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",8,cuantas cuotas sin interes?,No tengo información sobre cuotas sin interés en este momento. Dejame consultar con el área indicada y te confirmo en un rato.,4.0,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",9,"bueno me decidi, el Logitech K380","Uh, mirá, el Logitech K380 no lo tengo en stock en este momento. ¿Te interesa algún otro teclado o producto?",3.6,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",10,cuanto sale con envio a La Plata?,No tengo la tarifa de envío para La Plata en este momento. Dejame consultar y te confirmo en un rato.,3.5,no,no
c06_posventa_y_dudas_tecnicas,"Dudas tecnicas y posventa multi-turno: compatibilidad, garantia, devolucion, formas de pago",11,"perfecto, lo cierro","Perfecto, te derivo con un humano para que te ayude a cerrar la compra. En breve se contactarán con vos para coordinar todo. ¡Gracias por tu paciencia!",2.7,no,no
